Source ,Title,Talks about LLMs,Rate,Evidence
acl2023,Latent Positional Information is in the Self-Attention Variance of Transformer Language Models Without Positional Embeddings,Yes.,1,"""We further extend this inquiry by demonstrating that a randomly initialized and frozen transformer language model, devoid of positional embeddings, inherently encodes strong positional information through the shrinkage of self-attention variance."""
acl2023,Towards Adaptive Prefix Tuning for Parameter-Efficient Language Model Fine-tuning,,,
acl2023,Evaluating pragmatic abilities of image captioners on A3DS,Yes.,1,"""Evaluating grounded neural language model performance with respect to pragmatic qualities like the trade off between truthfulness, contrastivity and overinformativity of generated utterances remains a challenge in absence of data collected from humans."""
acl2023,"Summarizing, Simplifying, and Synthesizing Medical Evidence using GPT-3 (with Varying Success)",Yes.,5,"""We find that while GPT-3 is able to summarize and simplify single biomedical articles faithfully, it struggles to provide accurate aggregations of findings over multiple documents."""
acl2023,Discourse-Level Representations can Improve Prediction of Degree of Anxiety,Yes.,1,"""evaluating the utility of discourse-level information in addition to lexical-level large language model embeddings."""
acl2023,Controlling the Extraction of Memorized Data from Large Language Models via Prompt-Tuning,Yes.,5,"""Large Language Models (LLMs) are known to memorize significant portions of their training data. Parts of this memorized content have been shown to be extractable by simply querying the model, which poses a privacy risk."""
acl2023,MultiTool-CoT: GPT-3 Can Use Multiple External Tools with Chain of Thought Prompting,Yes.,1,"""Large language models (LLMs) have achieved impressive performance on various reasoning tasks."""
acl2023,S3HQA: A Three-Stage Approach for Multi-hop Text-Table Hybrid Question Answering,Yes.,1,"""This includes two approaches"
acl2023,AutoConv: Automatically Generating Information-seeking Conversations with Large Language Models,Yes.,1,"""we propose AutoConv for synthetic conversation generation, which takes advantage of the few-shot learning ability and generation capacity of large language models (LLM)."""
acl2023,A Simple and Effective Framework for Strict Zero-Shot Hierarchical Classification,Yes.,5,"""these benchmarks often do not adequately address the challenges posed in the real-world, such as that of hierarchical classification. ... We observe LLMs are more prone to failure in these cases."""
acl2023,Revisiting Automated Prompting: Are We Actually Doing Better?,Yes.,3,"""We find that automated prompting does not consistently outperform simple manual prompting."""
acl2023,Lingxi: A Diversity-aware Chinese Modern Poetry Generation System,Yes.,1,"""we propose a novel sampling algorithm that flattens the high likelihood part of the predicted distribution of the language model to emphasize the comparatively low-likelihood words and increase the diversity of generated poetry."""
acl2023,LIDA: A Tool for Automatic Generation of Grammar-Agnostic Visualizations and Infographics using Large Language Models,Yes.,1,"""we pose visualization generation as a multi-stage generation problem and argue that well-orchestrated pipelines based on large language models (LLMs) and image generation models (IGMs) are suitable to addressing these tasks."""
acl2023,Pipeline for modeling causal beliefs from natural language,Yes.,1,"""We present a causal language analysis pipeline that leverages a Large Language Model to identify causal claims made in natural language documents, and aggregates claims across a corpus to produce a causal claim network."""
acl2023,OpenICL: An Open-Source Framework for In-context Learning,Yes.,1,"""In recent years, In-context Learning (ICL) has gained increasing attention and emerged as the new paradigm for large language model (LLM) evaluation."""
acl2023,Petals: Collaborative Inference and Fine-tuning of Large Models,Yes.,3,"""offloading is too slow for interactive inference, while APIs are not flexible enough for research that requires access to weights, attention or logits."""
acl2023,ChatGPT vs Human-authored Text: Insights into Controllable Text Summarization and Sentence Style Transfer,,,
acl2023,Making the Most Out of the Limited Context Length: Predictive Power Varies with Clinical Note Type and Note Section,Yes.,5,"""when the context length for a language model predictor is limited, which part of clinical notes should we choose as the input?"""
acl2023,Data Selection for Fine-tuning Large Language Models Using Transferred Shapley Values,Yes.,2,"""dataset size and model complexity constraints limit the ability to apply Shapley-based data valuation to fine-tuning large pre-trained language models."""
acl2023,Moral Mimicry: Large Language Models Produce Moral Rationalizations Tailored to Political Identity,Yes.,2,"""Large Language Models (LLMs) have demonstrated impressive capabilities in generating fluent text, as well as tendencies to reproduce undesirable social biases."""
acl2023,Authorship Attribution of Late 19th Century Novels using GAN-BERT,No.,1,The paper does not discuss LLMs or their limitations.
acl2023,Semantic Accuracy in Natural Language Generation: A Thesis Proposal,Yes.,2,"""We propose a novel method for evaluating semantic accuracy and discuss the importance of working towards a unified and objective benchmark for NLG metrics. We also review interpretability approaches which could help us pinpoint the sources of inaccuracies within the models and explore potential mitigation strategies."""
acl2023,CWSeg: An Efficient and General Approach to Chinese Word Segmentation,Yes.,3,"""The pre-trained language model (PLM) based segmentation methods have achieved state-of-the-art (SOTA) performance, whereas this paradigm also poses challenges in the deployment. It includes the balance between performance and cost, segmentation ambiguity due to domain diversity and vague words boundary, and multi-grained segmentation."""
acl2023,MathPrompter: Mathematical Reasoning using Large Language Models,Yes.,5,"""Large Language Models (LLMs) have limited performance when solving arithmetic reasoning tasks and often provide incorrect answers."" and ""To the best of our knowledge, we are not aware of any LLMs that indicate their level of confidence in their responses which fuels a trust deficit in these models impeding their adoption."""
