title,Mentions LLM Limitations
Leftover-Lunch: Advantage-based Offline Reinforcement Learning for Language Models,no
Instructions as Backdoors: Backdoor Vulnerabilities of Instruction Tuning for Large Language Models,yes
SciFix: Outperforming GPT3 on Scientific Factual Error Correction,yes
PruMUX: Augmenting Data Multiplexing with Model Compression,no
Mixture-of-Experts Meets Instruction Tuning:A Winning Combination for Large Language Models,yes
Practical Batch Bayesian Sampling Algorithms for Online Adaptive Traffic Experimentation,no
DecipherPref: Analyzing Influential Factors in Human Preference Judgments via GPT-4,yes
A Causal View of Entity Bias in (Large) Language Models,yes
Have Large Language Models Developed a Personality?: Applicability of Self-Assessment Tests in Measuring Personality in LLMs,yes
ExpertPrompting: Instructing Large Language Models to be Distinguished Experts,yes
Evaluate What You Can't Evaluate: Unassessable Quality for Generated Response,yes
Scientific Opinion Summarization: Meta-review Generation with Checklist-guided Iterative Introspection,no
Learning UI-to-Code Reverse Generator Using Visual Critic Without Rendering,yes
Don't Trust ChatGPT when Your Question is not in English: A Study of Multilingual Abilities and Types of LLMs,yes
Testing Causal Models of Word Meaning in GPT-3 and -4,no
Getting MoRE out of Mixture of Language Model Reasoning Experts,yes
Enabling Large Language Models to Generate Text with Citations,yes
Self-Checker: Plug-and-Play Modules for Fact-Checking with Large Language Models,yes
Think Before You Act: Decision Transformers with Internal Working Memory,yes
"This Land is {Your, My} Land: Evaluating Geopolitical Biases in Language Models",yes
Instruction Tuning with Lexicons for Zero-Shot Style Classification,no
ALGO: Synthesizing Algorithmic Programs with LLM-Generated Oracle Verifiers,yes
Contextualized Topic Coherence Metrics,no
Natural Language Decompositions of Implicit Content Enable Better Text Representations,no
Evaluating OpenAI's Whisper ASR for Punctuation Prediction and Topic Modeling of life histories of the Museum of the Person,yes
Connecting the Dots: What Graph-Based Text Representations Work Best for Text Classification Using Graph Neural Networks?,no
Parameter-Efficient Language Model Tuning with Active Learning in Low-Resource Settings,no
From Characters to Words: Hierarchical Pre-trained Language Model for Open-vocabulary Language Understanding,no
PEARL: Prompting Large Language Models to Plan and Execute Actions Over Long Documents,yes
Unraveling ChatGPT: A Critical Analysis of AI-Generated Goal-Oriented Dialogues and Annotations,no
All Roads Lead to Rome? Exploring the Invariance of Transformers' Representations,no
Sources of Hallucination by Large Language Models on Inference Tasks,yes
LLMs as Factual Reasoners: Insights from Existing Benchmarks and Beyond,yes
Cascaded Beam Search: Plug-and-Play Terminology-Forcing For Neural Machine Translation,no
MathDial: A Dialogue Tutoring Dataset with Rich Pedagogical Properties Grounded in Math Reasoning Problems,yes
Mitigating Test-Time Bias for Fair Image Retrieval,no
Deduction under Perturbed Evidence: Probing Student Simulation Capabilities of Large Language Models,yes
RetICL: Sequential Retrieval of In-Context Examples with Reinforcement Learning,no
NAIL: Lexical Retrieval Indices with Efficient Non-Autoregressive Decoders,no
Self-Polish: Enhance Reasoning in Large Language Models via Problem Refinement,yes
Are Large Language Models Robust Coreference Resolvers?,no
Language Model Self-improvement by Reinforcement Learning Contemplation,yes
CGCE: A Chinese Generative Chat Evaluation Benchmark for General and Financial Domains,no
ReadMe++: Benchmarking Multilingual Language Models for Multi-Domain Readability Assessment,no
Advancing Precise Outline-Conditioned Text Generation with Task Duality and Explicit Outline Control,no
Dancing Between Success and Failure: Edit-level Simplification Evaluation using SALSA,yes
Handling Realistic Label Noise in BERT Text Classification,no
Having Beer after Prayer? Measuring Cultural Bias in Large Language Models,yes
On Robustness of Finetuned Transformer-based NLP Models,yes
"Is Information Extraction Solved by ChatGPT? An Analysis of Performance, Evaluation Criteria, Robustness and Errors",no
Graph Meets LLM: A Novel Approach to Collaborative Filtering for Robust Conversational Understanding,yes
Exploring Contrast Consistency of Open-Domain Question Answering Systems on Minimally Edited Questions,no
Prompting Language-Informed Distribution for Compositional Zero-Shot Learning,yes
Sophia: A Scalable Stochastic Second-order Optimizer for Language Model Pre-training,no
APPLS: Evaluating Evaluation Metrics for Plain Language Summarization,no
Schema-Driven Information Extraction from Heterogeneous Tables,yes
Automatic Model Selection with Large Language Models for Reasoning,no
DirecT2V: Large Language Models are Frame-Level Directors for Zero-Shot Text-to-Video Generation,yes
Benchmarking LLM-based Machine Translation on Cultural Awareness,yes
Dynosaur: A Dynamic Growth Paradigm for Instruction-Tuning Data Curation,yes
Improving Factuality and Reasoning in Language Models through Multiagent Debate,yes
ChatCoT: Tool-Augmented Chain-of-Thought Reasoning on Chat-based Large Language Models,yes
RET-LLM: Towards a General Read-Write Memory for Large Language Models,yes
CREATOR: Tool Creation for Disentangling Abstract and Concrete Reasoning of Large Language Models,yes
QLoRA: Efficient Finetuning of Quantized LLMs,no
Navigating Prompt Complexity for Zero-Shot Classification: A Study of Large Language Models in Computational Social Science,yes
QTSumm: Query-Focused Summarization over Tabular Data,yes
VIP5: Towards Multimodal Foundation Models for Recommendation,no
WikiChat: Stopping the Hallucination of Large Language Model Chatbots by Few-Shot Grounding on Wikipedia,no
Evaluation of African American Language Bias in Natural Language Generation,yes
LLM-powered Data Augmentation for Enhanced Cross-lingual Performance,yes
Query Rewriting for Retrieval-Augmented Large Language Models,no
INSTRUCTSCORE: Explainable Text Generation Evaluation with Finegrained Feedback,yes
Two Failures of Self-Consistency in the Multi-Step Reasoning of LLMs,yes
Active Learning Principles for In-Context Learning with Large Language Models,no
R2H: Building Multimodal Navigation Helpers that Respond to Help Requests,no
SciMON: Scientific Inspiration Machines Optimized for Novelty,yes
Hierarchical Prompting Assists Large Language Model on Web Navigation,yes
FActScore: Fine-grained Atomic Evaluation of Factual Precision in Long Form Text Generation,yes
Language Models with Rationality,yes
Training Transitive and Commutative Multimodal Transformers with LoReTTa,no
On Learning to Summarize with Large Language Models as References,yes
Multilingual Large Language Models Are Not (Yet) Code-Switchers,yes
Enhancing Chat Language Models by Scaling High-quality Instructional Conversations,no
ManiTweet: A New Benchmark for Identifying Manipulation of News on Social Media,yes
Question Answering as Programming for Solving Time-Sensitive Questions,yes
Exploring Chain-of-Thought Style Prompting for Text-to-SQL,yes
CompoundPiece: Evaluating and Improving Decompounding Performance of Language Models,yes
Skill-Based Few-Shot Selection for In-Context Learning,no
Domain Private Transformers for Multi-Domain Dialog Systems,yes
"Fine-tuned LLMs Know More, Hallucinate Less with Few-Shot Sequence-to-Sequence Semantic Parsing over Wikidata",yes
Goat: Fine-tuned LLaMA Outperforms GPT-4 on Arithmetic Tasks,no
ZeroSCROLLS: A Zero-Shot Benchmark for Long Text Understanding,no
HumBEL: A Human-in-the-Loop Approach for Evaluating Demographic Factors of Language Models in Human-Machine Conversations,yes
In-Context Probing: Toward Building Robust Classifiers via Probing Large Language Models,yes
EASE: An Easily-Customized Annotation System Powered by Efficiency Enhancement Mechanisms,no
DetGPT: Detect What You Need via Reasoning,yes
Label Words are Anchors: An Information Flow Perspective for Understanding In-Context Learning,no
Memory-Efficient Fine-Tuning of Compressed Large Language Models via sub-4-bit Integer Quantization,yes
GrACE: Generation using Associated Code Edits,yes
Dr.ICL: Demonstration-Retrieved In-context Learning,yes
Better Zero-Shot Reasoning with Self-Adaptive Prompting,yes
CTQScorer: Combining Multiple Features for In-context Example Selection for Machine Translation,no
Revisiting Acceptability Judgements,yes
Assessing Linguistic Generalisation in Language Models: A Dataset for Brazilian Portuguese,no
Evaluating Factual Consistency of Summaries with Large Language Models,yes
The CoT Collection: Improving Zero-shot and Few-shot Learning of Language Models via Chain-of-Thought Fine-Tuning,yes
Embrace Opportunities and Face Challenges: Using ChatGPT in Undergraduate Students' Collaborative Interdisciplinary Learning,no
Does ChatGPT have Theory of Mind?,no
ChipGPT: How far are we from natural language hardware design,yes
CLIP4STR: A Simple Baseline for Scene Text Recognition with Pre-trained Vision-Language Model,no
When your Cousin has the Right Connections: Unsupervised Bilingual Lexicon Induction for Related Data-Imbalanced Languages,no
IfQA: A Dataset for Open-domain Question Answering under Counterfactual Presuppositions,yes
Improving Language Models via Plug-and-Play Retrieval Feedback,yes
Towards A Unified View of Sparse Feed-Forward Network in Pretraining Large Language Model,no
Preserving Knowledge Invariance: Rethinking Robustness Evaluation of Open Information Extraction,no
Make a Choice! Knowledge Base Question Answering with In-Context Learning,yes
Grammar-Constrained Decoding for Structured NLP Tasks without Finetuning,yes
Robust Prompt Optimization for Large Language Models Against Distribution Shifts,yes
DetectLLM: Leveraging Log Rank Information for Zero-Shot Detection of Machine-Generated Text,yes
Acquiring Frame Element Knowledge with Deep Metric Learning for Semantic Frame Induction,no
Generating Data for Symbolic Language with Large Language Models,yes
Let's Think Frame by Frame with VIP: A Video Infilling and Prediction Dataset for Evaluating Video Chain-of-Thought,no
PaD: Program-aided Distillation Can Teach Small Models Reasoning Better than Chain-of-thought Fine-tuning,yes
NarrativeXL: A Large-scale Dataset For Long-Term Memory Models,no
OlaGPT: Empowering LLMs With Human-like Problem-Solving Abilities,no
Probing Brain Context-Sensitivity with Masked-Attention Generation,no
A Trip Towards Fairness: Bias and De-Biasing in Large Language Models,yes
Jailbreaking ChatGPT via Prompt Engineering: An Empirical Study,yes
Learning from Mistakes via Cooperative Study Assistant for Large Language Models,yes
"""Is the Pope Catholic?"" Applying Chain-of-Thought Reasoning to Understanding Conversational Implicatures",yes
GenSpectrum Chat: Data Exploration in Public Health Using Large Language Models,no
Can Large Language Models Capture Dissenting Human Voices?,yes
Perception Test: A Diagnostic Benchmark for Multimodal Video Models,no
Enhancing Black-Box Few-Shot Text Classification with Prompt-Based Data Augmentation,yes
Images in Language Space: Exploring the Suitability of Large Language Models for Vision & Language Tasks,no
Goal-Driven Explainable Clustering via Language Descriptions,no
Aligning Large Language Models through Synthetic Feedback,yes
Enhancing Large Language Models Against Inductive Instructions with Dual-critique Prompting,yes
Discrete Prompt Optimization via Constrained Generation for Zero-shot Re-ranker,yes
ChatGPT-EDSS: Empathetic Dialogue Speech Synthesis Trained from ChatGPT-derived Context Word Embeddings,no
