Source ,Title,Talks about LLMs,Rate,Evidence,Year ,Date ,Keyphrase,Combined_Text
arXIv2023,Unveiling Gender Bias in Terms of Profession Across LLMs: Analyzing and Addressing Sociological Implications,Yes.,4,"""The findings shed light on gendered word associations, language usage, and biased narratives present in the outputs of these Large Language Models."" and ""The discussion explores the ethical implications of gender bias and its potential consequences on social perceptions and marginalized communities.""",2023,2023-07-18T11:38:45Z,"Keyphrase: ""Gender bias in language usage""","""The findings shed light on gendered word associations, language usage, and biased narratives present in the outputs of these Large Language Models."" and ""The discussion explores the ethical implications of gender bias and its potential consequences on social perceptions and marginalized communities."" Keyphrase: ""Gender bias in language usage"""
arXIv2023,Do Models Explain Themselves? Counterfactual Simulatability of Natural Language Explanations,Yes.,5,"""We found that LLM's explanations have low precision and that precision does not correlate with plausibility. Therefore, naively optimizing human approvals (e.g., RLHF) may not be a sufficient solution.""",2023,2023-07-17T17:41:47Z,"Keyphrase: ""Low precision in explanations""","""We found that LLM's explanations have low precision and that precision does not correlate with plausibility. Therefore, naively optimizing human approvals (e.g., RLHF) may not be a sufficient solution."" Keyphrase: ""Low precision in explanations"""
arXIv2023,Measuring Faithfulness in Chain-of-Thought Reasoning,Yes.,5,"""it is unclear if the stated reasoning is a faithful explanation of the model's actual reasoning"" and ""As models become larger and more capable, they produce less faithful reasoning on most tasks we study.""",2023,2023-07-17T01:08:39Z,"Keyphrase: ""Lack of faithful reasoning""","""it is unclear if the stated reasoning is a faithful explanation of the model's actual reasoning"" and ""As models become larger and more capable, they produce less faithful reasoning on most tasks we study."" Keyphrase: ""Lack of faithful reasoning"""
arXIv2023,Question Decomposition Improves the Faithfulness of Model-Generated Reasoning,Yes.,5,"""As large language models (LLMs) perform more difficult tasks, it becomes harder to verify the correctness and safety of their behavior."" and ""However, this approach relies on the stated reasoning faithfully reflecting the model's actual reasoning, which is not always the case.""",2023,2023-07-17T00:54:10Z,"Keyphrase: ""Limited verifiability of reasoning""","""As large language models (LLMs) perform more difficult tasks, it becomes harder to verify the correctness and safety of their behavior."" and ""However, this approach relies on the stated reasoning faithfully reflecting the model's actual reasoning, which is not always the case."" Keyphrase: ""Limited verifiability of reasoning"""
arXIv2023,The Potential and Pitfalls of using a Large Language Model such as ChatGPT or GPT-4 as a Clinical Assistant,Yes.,5,"""there were mentions of factually incorrect statements, overlooking crucial medical findings, recommendations for unnecessary investigations and overtreatment. These issues coupled with privacy concerns, make these models currently inadequate for real world clinical use.""",2023,2023-07-16T21:19:47Z,"Keyphrase: ""Inadequate for real-world clinical use""","""there were mentions of factually incorrect statements, overlooking crucial medical findings, recommendations for unnecessary investigations and overtreatment. These issues coupled with privacy concerns, make these models currently inadequate for real world clinical use."" Keyphrase: ""Inadequate for real-world clinical use"""
arXIv2023,Do Emergent Abilities Exist in Quantized Large Language Models: An Empirical Study,Yes.,5,"""a major challenge is that low-bit quantization methods often lead to performance degradation"" and ""2-bit models encounter severe performance degradation on the test of these abilities.""",2023,2023-07-16T15:11:01Z,"Keyphrase: ""Performance degradation with lowbit quantization""","""a major challenge is that low-bit quantization methods often lead to performance degradation"" and ""2-bit models encounter severe performance degradation on the test of these abilities."" Keyphrase: ""Performance degradation with lowbit quantization"""
arXIv2023,Look Before You Leap: An Exploratory Study of Uncertainty Measurement for Large Language Models,Yes.,5,"""erroneous generations, such as false predictions, misinformation, and hallucination made by LLMs, have also raised severe concerns for the trustworthiness of LLMs', especially in safety-, security- and reliability-sensitive scenarios, potentially hindering real-world adoptions.""",2023,2023-07-16T08:28:04Z,"Keyphrase: ""Trustworthiness concerns""","""erroneous generations, such as false predictions, misinformation, and hallucination made by LLMs, have also raised severe concerns for the trustworthiness of LLMs', especially in safety-, security- and reliability-sensitive scenarios, potentially hindering real-world adoptions."" Keyphrase: ""Trustworthiness concerns"""
arXIv2023,Leveraging Large Language Models to Generate Answer Set Programs,Yes.,4,"""However, their reasoning capabilities are limited and relatively shallow, despite the application of various prompting techniques.""",2023,2023-07-15T03:40:55Z,"Keyphrase: ""Limited reasoning capability""","""However, their reasoning capabilities are limited and relatively shallow, despite the application of various prompting techniques."" Keyphrase: ""Limited reasoning capability"""
arXIv2023,Certified Robustness for Large Language Models with Self-Denoising,Yes.,5,"""their vulnerabilities towards noisy inputs have significantly limited their uses, especially in high-stake environments"" and ""randomized smoothing requires adding noise to the input before model prediction, and its certification performance depends largely on the model's performance on corrupted data. As a result, its direct application to LLMs remains challenging and often results in a small certification radius.""",2023,2023-07-14T05:40:24Z,"Keyphrase: ""Vulnerability to noisy input""","""their vulnerabilities towards noisy inputs have significantly limited their uses, especially in high-stake environments"" and ""randomized smoothing requires adding noise to the input before model prediction, and its certification performance depends largely on the model's performance on corrupted data. As a result, its direct application to LLMs remains challenging and often results in a small certification radius."" Keyphrase: ""Vulnerability to noisy input"""
arXIv2023,Exploring the Integration of Large Language Models into Automatic Speech Recognition Systems: An Empirical Study,Yes.,5,"""Unfortunately, our initial experiments did not yield promising results, indicating the complexity of leveraging LLM's in-context learning for ASR applications. Despite further exploration with varied settings and models, the corrected sentences from the LLMs frequently resulted in higher Word Error Rates (WER), demonstrating the",2023,2023-07-13T02:31:55Z,"Keyphrase: ""High word error rate""","""Unfortunately, our initial experiments did not yield promising results, indicating the complexity of leveraging LLM's in-context learning for ASR applications. Despite further exploration with varied settings and models, the corrected sentences from the LLMs frequently resulted in higher Word Error Rates (WER), demonstrating the Keyphrase: ""High word error rate"""
